id,source,text,word_count
11,Web Scrape,"Columbia Winery is a Washington state winery formerly located in Woodinville, Washington. The winery is currently owned by E & J Gallo Winery. The winery was founded in 1962 as Associated Vinters by several former professors at the University of Washington. In 1979, the winery hired David Lake as head winemaker and under his stewardship, Columbia Winery was the first winery in the state of the Washington to produce varietal wines of Cabernet Franc, Pinot gris and Syrah. In 1983, the winery released wines under its current name. In 1988, the winery moved to its former location in Woodinville wine country. Due to failing health, David Lake retired from Columbia in 2006. In 2006, Kerry Norton (formerly of Covey Run Winery was hired as Director of Winemaking. In June 2008, Columbia Winery (along with Covey Run Winery and other Constellation Brands wines) were sold by Constellation Brands to newly formed Ascentia Wine Estates, which in turn sold Columbia to Gallo in 2012. The Woodinville tasting room closed at the end of 2022. Columbia Winery harvests grapes from several vineyards in Eastern Washington including: Filip Uremović (born 11 February 1997) is a Croatian professional footballer who plays as a centre-back for J. League club Kawasaki Frontale and the Croatia national team. Uremović made his Croatian First Football League debut for Cibalia on 17 July 2016 in a game against Hajduk Split. On 4 June 2018, Uremović signed a four-year contract with the Russian Premier League side Rubin Kazan. On 13 March 2022, Uremović's contract with Rubin was suspended until 30 June 2022, according to the new FIFA regulations related to the Russian invasion of Ukraine. Those regulations allow foreign players in Russia to suspend their contract and sign with a club outside of Russia temporarily until 30 June 2022.",298
12,Web Scrape,"On 24 March 2022, Uremović signed with Sheffield United until the end of the season. Rubin Kazan was relegated from the Russian Premier League at the end of the 2021–22 season, and Uremović activated a clause in his contract that allowed him to become a free agent in case of relegation. He then signed a four-year contract with German club Hertha BSC. On 31 August 2023, a day after terminating his contract with Hertha, Uremović returned to Croatia and joined Hajduk Split on a free transfer. Uremović made his Croatia national team debut on 8 September 2020 in a UEFA Nations League game against France. He started the game and played the first 57 minutes of a 4–2 away loss. On 17 May 2021, Uremović was named in the preliminary 34-man squad for the UEFA Euro 2020, but did not make the final 26. Ryan Hoffman (born 26 January 1984) is an Australian former professional rugby league footballer who played in the 2000s and 2010s. He played for Melbourne Storm and the New Zealand Warriors in the National Rugby League, and the Wigan Warriors in the Super League, as a second-row. Hoffman was born in Canberra, Australian Capital Territory. His father, Jay Hoffman, played professional football for the Canberra Raiders with Ryan’s future Melbourne Storm coach Craig Bellamy, representing Queensland in the pre-Origin era. Hoffman attended the renowned rugby league school St Gregory's College in Campbelltown, New South Wales. Hoffman started his NRL career with the Melbourne Storm in 2003. In 2006, his improving form led to him being selected for the New South Wales City Origin side for the first time. It also earned him the Storm's Forward of the Year award. In addition, he was named in the second row for Melbourne Storm's team of the decade.",299
13,Web Scrape,"Following the 2006 NRL Grand Final loss to the Brisbane Broncos, Hoffman sat in the middle of Telstra Stadium in tears, an image which was printed in newspapers all around Australia. In 2007, Hoffman was part of the Melbourne team which won the Grand Final, defeating Manly by 34–8. He played in the 2009 NRL Grand Final victory over the Parramatta Eels, scoring the opening try. In 2010, both premierships which Hoffman won with Melbourne were stripped due to the club's breaches of the salary cap between 2006 and 2010. In July 2010, Hoffman signed with Super League club Wigan Warriors, where he was given the #16 shirt and replaced Phil Bailey at second-row. Hoffman scored on his first-grade début for the side at the season-opening Magic Weekend event against the club's rivals, St Helens R.F.C. He then featured in the 2011 World Club Challenge where Wigan lost 15–21 to St George Illawarra Dragons in their first home game of the season. In rounds 4 and 5, Hoffman scored a try apiece against Hull F.C. and Huddersfield Giants respectively. Another try at Hull Kingston Rovers in Round 9 made his record four tries from ten starting games for Wigan. Hoffman played in the 2011 Challenge Cup Final victory over the Leeds Rhinos at Wembley Stadium, playing as a second-row forward, helping the side to defeat Leeds 28–18. Hoffman signed a new deal to return to the NRL and the Melbourne Storm in 2012. Midseason, he captained the team for four games in the absence of Cameron Smith, becoming the 18th player to captain the club. He played in their 2012 Premiership victory over Canterbury-Bankstown, scoring the first try of the game.",281
14,Web Scrape,"He set up the first try for teammate Billy Slater in the 2013 World Club Challenge victory over Leeds. On 7 May 2014, Hoffman announced that he had signed a three-year deal with the New Zealand Warriors, worth an estimated $1.6 million. In April 2015, Hoffman played his 250th NRL career game against his former club Melbourne Storm at AAMI Park. On 17 February 2016, Hoffman was named the new club captain, after incumbent captain Simon Mannering stepped down from the role. Hoffman is the second Australian to have captained the New Zealand club, after Steve Price. On 1 February 2017, new Warriors coach Stephen Kearney announced that Hoffman would be replaced as captain and would not be re-signed for the 2018 season. On 10 June, Hoffman became just the 27th player (in the game) to reach the 300th game milestone. In his 300th game, he scored the first try of the game (in the first half) and kicked a conversion goal (to Hingano's try, in the 80th minute) during the Warriors' 34-12 round 14 win against the Gold Coast Titans. On 10 October 2017, the Melbourne Storm announced that Hoffman would return to the club on a 1-year deal that saw him end his playing career at the club. On 3 July 2018, Hoffman publicly announced that he was retiring at the end of the 2018 NRL season. While attending Campbelltown St. Gregory's College, Hoffman played for the Australian Schoolboys team in 2002. He was named as the 18th man for Australia in the 2007 ANZAC Test against New Zealand. In October, 2007, he was selected in the run-on side for the Centenary Test against New Zealand in Wellington.",280
15,Web Scrape,"Again as 18th man, Hoffman was on stand-by for the 2007 New South Wales State of Origin Team in game 1 of the series. He was selected on the bench in game 2 and 3 of the same series. In 2008, Hoffman was named in the New South Wales starting side in all three Origin matches. In August 2008, he was named in the Australia national rugby league team preliminary 46-man Kangaroos squad for the 2008 Rugby League World Cup. He was selected for City in the City vs Country match on 8 May 2009. Melbourne Storm Wigan Warriors Individual AZN Television (formerly called International Channel) was an American cable TV channel which promoted itself as ""the network for Asian America"". It was run by International Networks, a wholly owned subsidiary of Comcast Corporation. The channel's programming targeted the fast-growing, young, affluent, English-speaking Asian-American community. Genres included the most popular Asian films, dramas, documentaries and music as well as a diverse slate of original programming. Until the 2005 reformatting, it had a broader schedule, which also had European and Middle Eastern programming which were gradually dropped when the channel was bought by Comcast. It competed in certain markets with ImaginAsian Television. The channel was launched as the International Channel in July 1990, and was initially owned by a joint venture of Liberty Media (which had a 90% stake) and JJS II Communications, LLC (which had the remaining 10% stake). The channel was led by George Leitner; as of March 1992, the channel was already popular among certain ethnic enclaves with potential, and had seen growth due to its rights to the 1992 Cricket World Cup, shared with Netlink. In 1996, the two companies founded the International Cable Channels Partnership, Ltd., which oversaw the channel. The channel was sold to.",299
16,Web Scrape,"Under Comcast, beginning in the final quarter of 2004, the network began a transitional phase to cater more towards Asian audiences, beginning the gradual removal of European and Middle Eastern programs from its schedule, before removing them completely by the second quarter of 2005. This repositioning was officially announced in January 2005, aiming to expand access to easily-accessible Asian programming in English, while its former audiences moved to international channels distributed by ICN. On March 28, 2005, Comcast rebranded The International Channel to AZN Television, which now focused purely on Asian and Asian-American culture. The name AZN came from the mobile phone shorthand slang for ""Asian"". In order to better accommodate its new target audience, the channel added a third timezone (Hawaii–Aleutian) and readjusted its Asian programming to new timeslots. The channel also increased its original productions, including the sketch comedy series Asia Street Comedy, short film showcase Popcorn Zen, the Cinema AZN newsmagazine and documentaries on topics related to the community. The foreign programming was narrowed down to just Asian content, drawn in from countries such as India, Thailand, Singapore, Japan and other countries. In late 2005, news of mass layoffs at the network prompted fears that Comcast would shut down AZN. However, the network remained on the air and continued to sponsor the annual Asian Excellence Awards, which highlights Asian American achievement in film and television. The network planned to premiere a new original show in September 2006, about four Asian-Americans tackling college application, the only such show announced.",251
17,Web Scrape,"In January 2008, Comcast announced it would be shutting down AZN and moving the Asian Excellence Awards show to E! The channel went off the air on April 9, 2008, at noon. The network was shut down as foreign language tiers with international networks, which have their own charges and feature content on networks International Channel struggled to balance onto a 168-hour weekly schedule, became much more popular, cost-effective, and had better quality controls, and more importantly, had programming originated on their own domestic networks. Anime shows were broadcast in Japanese with English subtitles, or English dub. The building formerly known as Park Lane Chapel is a former Strict Baptist chapel in the ancient town of Farnham in Surrey, England. Now a house, it was in religious use for nearly 150 years and housed a congregation whose origins go back to informal meetings in the 1840s. After Nisan Samuel, a Polish Jew, arrived in England and converted to Christianity, he took charge of these ad hoc meetings and formalised them into a Strict Baptist church. After he moved on, the congregation bought land and built a chapel. The small stone and brick building has been listed at Grade II for its architectural and historical importance. Protestant Nonconformist Christian denominations have a long history in the market town of Farnham: Congregational and Presbyterian groups were well established by the late 17th century and had joined in 1793 to form Ebenezer Chapel. Augustus Toplady, Anglican cleric and hymnwriter, held Calvinist views; and the ejection in 1782 of popular curate William Gunn from the parish church encouraged the formation of small, informal groups which worshipped according to Nonconformist doctrines.",276
18,Web Scrape,"In 1812, in a town called Vinooty in Russian Poland, Nisan Samuel was born. Named after the Jewish month of his birth, he was part of a locally prominent Jewish family. He was forced to leave the country to escape persecution, and ""wander over the continent, where he was befriended by Baron Rothschild"". Initially he settled in London, where he met a Jew who had converted to Christianity. He became interested in the Christian religion and became a convert himself, associating at first with the Established Church (the Church of England). At this point he changed his name to Edward Samuel. In the early 1840s, he started to explore Nonconformism, and was invited to preach at numerous small gatherings of Independents and Strict Baptists. Around this time he was also baptised. In c. 1844 he was invited to preach at Farnham, where a group of people aligned to no particular denomination met informally for worship in a loft above a building. They asked him to take charge of the cause, and he formed it into a formal church along Strict Baptist lines. About a year later Samuel left and took up a pastorate at Hitchin. He went on to write The Triumph of Christ on the Cross, as God-man over sin and the sinner; to which is prefixed, an account of the early life, conversion, and call to the ministry of the Author in 1857, and was associated for many years with a Strict Baptist cause at Sleaford. The church continued to meet in the loft, said to be infested with pigeons, until George Turner became pastor in 1850 and made plans to build a chapel. The church bought a site on Bear Lane, a 250-capacity chapel was erected, and the first service was held on 9 April 1853.",299
19,Web Scrape,"While it was still in religious use, the chapel was designated a Grade II listed building on 29 December 1972. Such buildings are defined as ""nationally important and of special interest"". As of February 2001, it was one of 1,548 Grade II listed buildings and 1,661 listed buildings of all grades in the Borough of Waverley, the local government district of which Farnham is the largest town. Park Lane Chapel is one of several small chapels built for Strict Baptists in the early to mid-19th century in Surrey. The walls are of clunch rubble laid in courses, and the west-facing frontage is coated with stucco. The doorway is recessed below a straight-headed porch. There is a datestone on the façade, and above the doorway is a rose window and a pediment. The roof is laid with slates. There are two windows to each of the side elevations (facing north and south); these are dressed with red brick and have a slight segmental arch. As originally built, the interior was single-storey. The boundary walls and iron railings in front of the chapel are included in the Grade II listing. Shefqet Kastrati (born June 5, 1961) is an Albanian entrepreneur and the founder of Kastrati Group, one of Albania's largest privately owned business conglomerates. He is known for his investments in energy, construction, tourism, insurance, and real estate. He is regarded as a key figure in Albania's post-communist economic development. Shefqet Kastrati is one of the wealthiest persons in Albania and it's estimated his net worth to be US$1.8 billion as of 2025.",261
20,Web Scrape,"Shefqet Kastrati was born in 1961 in Albania, Hasi. He began his career in business following the collapse of the communist regime, opening his first fuel station in 1991. This initial venture marked the foundation of what would become the Kastrati Group. The Kastrati Group, founded by Kastrati in the early 1990s, is a diversified business operating in over 12 sectors. Its primary areas of focus include: Kastrati has been recognized multiple times for his role in business and national development: As of 2025, Kastrati Group employs over 4,000 individuals and continues to be a driving force in Albania's private sector. Kastrati is credited with helping modernize various industries and attracting international attention to Albanian entrepreneurship. RxAll Inc. is a health information technology and big data startup company. The company works with drug regulatory agencies and other stakeholders to reduce fake medicines ensure that patients receive and have better access to high quality verified drugs. RxAll Inc. was established on January 1, 2016, by Yale University - Yale School of Management graduate students Adebayo Alonge, Amy Kao and Wei Liu. It is seen as an important weapon against illegal pharmaceutical outfits in Kenya. Alonge was nearly killed by fake salbutamol tablets in Nigeria in 2005. Like many start-ups, RxAll Inc. came up against early challenges when it almost ran out of cash in the first quarter of 2017, the founding team persisted to raise funds in parallel to operating the business. Co-founders Adebayo Alonge and Amy Kao managed to raise about $1 million in grants and bootstrapped funds from the Nigerian government, the Yale start-up ecosystem, Merck, Villgro and other support networks.",272
21,Web Scrape,"RxScanner is an handheld drug authenticator device created for patients to verify their drugs and help drug regulators to reduce administrative burden, improve record keeping and also improved productivity and successful prosecution of bad actors. The device is in use by country FDAs, Hospitals, Pharmacies and Big Pharma across the world. It uses AI-enabled spectroscopy to analyse a drugs molecular fingerprint and instantly verify it's authenticity. It was designed to combat preventable deaths due to counterfeit pharmaceuticals. It can work without internet access and delivers results via a mobile app, which makes it available for use in hospitals, pharmacies and regulatory agencies. It has been adopted in pilot programs in Nigeria, Kenya and India. RxAll POS is a Point of sale software created for Pharmacies in growth market that enables complete automation of the pharmacy management system. RxAll Delivered is a drug delivery platform that enable pharmacies and patients order verified drugs online for offline delivery at wholesale prices. The company gained market entry into East Africa (Kenya and Uganda), West Africa (Nigeria and Ghana), Southeast Asia (Myanmar, Malaysia and Singapore), and the Americas (Canada, United States and Colombia). RxAll Inc. won the 2019 BNP Paribas group deep tech award otherwise known as Hello Tomorrow, a competition crafted for tech innovators and entrepreneurs, worth €100,000. The Adair County Courthouse, located in Greenfield, Iowa, United States, was built from 1891 to 1892. It was individually listed on the National Register of Historic Places in 1981 as a part of the County Courthouses in Iowa Thematic Resource. In 2014 it was included as a contributing property in the Greenfield Public Square Historic District. The courthouse is the third structure to house county courts and administration offices.",284
22,Web Scrape,"The county's first courthouse was located in Fontanelle from 1856 to 1874. It was a two-story frame building constructed from locally harvested wood. After the county seat moved to Greenfield the building was used as a school, church, meeting hall and town hall until it was destroyed in a fire in 1910. A two-story courthouse was built in Greenfield for $8,000. It was destroyed by fire in 1889 and courthouse functions moved to a nearby opera house until a new structure was completed. The cornerstone for the present courthouse was laid on July 4, 1891. It was constructed of brick in the Romanesque Revival style at a cost of $26,768. In 2024, the town of Greenfield was struck by a violent EF4 tornado that tore the southern part of the town. The tornado narrowly missed striking the Adair County courthouse by as little as 5-6 blocks. The 2½-story brick structure utilizes limestone for the high foundation, the water table, the belt courses at the top of the windows, the capitals of the brick pilasters, and for the arched surround that frames the main entrance. It is capped with a hip roof with gabled dormers. The building originally had a central tower that was removed at some point in the mid-twentieth century. Its significance is derived from its association with county government, and the political power and prestige of Greenfield as the county seat. Semih Güler (born 30 November 1994) is a German professional footballer who plays as a centre-back for Süper Lig side Kayserispor.",254
